transform,dtype,beta,rapidity,angle,num_samples,relative_l2_mean,relative_l2_p10,relative_l2_p90,relative_l2_max,max_absolute_mean,max_absolute_max
rotation,float32,,,1.7278759594743862,48,0.00014524422437225094,2.0250124425198353e-05,0.0002751859655499498,0.0013924610966222302,0.0007476551951170196,0.006379796226752887
rotation,float32,,,1.806415775814131,48,9.18728481215558e-05,1.8570662558394115e-05,0.00020307158733604084,0.0007119602224623901,0.0005203499527890388,0.006345216811084242
rotation,float32,,,1.8849555921538759,48,8.716189458490435e-05,1.795420121754289e-05,0.00017548998878797215,0.0005425078092854678,0.0004999857434895873,0.0033055352384963044
rotation,float32,,,1.9634954084936207,48,8.011055349701472e-05,1.8723905541212514e-05,0.00011602053085046755,0.0005980344907683195,0.0005504839306360009,0.00828438440120749
rotation,float32,,,2.0420352248333655,48,0.00011045966969302482,2.1321281655297668e-05,0.00016066711395095764,0.0012896963440466815,0.0007492245491807492,0.011396406680958648
rotation,float32,,,2.1205750411731104,48,8.757846015546135e-05,1.8393959539329545e-05,0.00013776069077076175,0.0007564604883829486,0.0005033090198522926,0.005645625785163588
rotation,float32,,,2.199114857512855,48,8.152542587152629e-05,1.8100950156387346e-05,0.00016907755221996358,0.00043024261966512456,0.0005233793088739016,0.0031876962567309874
rotation,float32,,,2.2776546738526,48,9.103601362598864e-05,1.971563380910964e-05,0.00018762872187405339,0.0006882186232708225,0.0005747865378945208,0.0048491608932152985
rotation,float32,,,2.356194490192345,48,8.458528521008811e-05,2.3183176935463058e-05,0.00019596454146972807,0.0005559671140756243,0.0006095560226082446,0.010014204599656296
rotation,float32,,,2.4347343065320897,48,0.0001267658869714246,1.6119617155125584e-05,0.00024166130023150833,0.001360250306990341,0.0006750402956412412,0.0060701935894087455
rotation,float32,,,2.5132741228718345,48,0.00010711106903609279,1.615952236728828e-05,0.0002165144290158942,0.00089891439670876,0.000639219948190077,0.009754571960442604
rotation,float32,,,2.5918139392115793,48,9.951146027606791e-05,2.0112290858772973e-05,0.0001370761467281427,0.0013281475700978446,0.0006285202035106683,0.012311918855260728
rotation,float32,,,2.670353755551324,48,9.621933478309599e-05,1.7923022902698554e-05,0.00013769235096632436,0.000944979780687978,0.0004599268840619544,0.00408200047684204
rotation,float32,,,2.748893571891069,48,8.206200980585968e-05,1.8169466598926826e-05,0.00023471832752988372,0.0004779194530845626,0.0006478437959450703,0.011319689010321099
rotation,float32,,,2.827433388230814,48,9.867285898218937e-05,1.4148251476547025e-05,0.00019004396445749698,0.001037915232093531,0.00060167138758679,0.0069581887128720155
rotation,float32,,,2.9059732045705586,48,0.00011436019065552524,1.4943112248484324e-05,0.00017066384151158314,0.001268216363012053,0.0008063777628482058,0.01648085760574247
